Image,Vietnamese,Target word,Transcription,Example
"<img src=""paste-22960895164417.jpg"" />","tiêu biểu, điển hình; đặc thù, đặc trưng, đặc tính;",typical,/ˈtɪpɪkl̩/,"a.The director typically dominates the staff meetings.<div>b.Office expenses typically include such things as salaries, rent, and office supplies.</div><div><br /></div>"
"<img src=""Profit_1380643440871.jpg"" />","sản lượng; lợi tức, hoa lợi, lợi nhuận; verb : sinh lợi, mang lại (lợi nhuận);",yield,/jiːld/,a.The company’s investment yielded high returns.<div>b.Henry’s budget gave him the desired yield: a better indication of his&nbsp;expected profit.</div><div><br /></div>
"<img src=""sl02_1_1.jpg"" />","ngay cạnh, liền kề",adjacent,/ə'dʒeɪsnt/,<div>a. My office is adjacent to the receptionist area on the third floor.</div><div>b. The office manager found it very efficient to have the copier adjacent to&nbsp;the mail room.</div><div><br /></div>
"<img src=""Collaboration Execution.jpg"" />","&nbsp;sự cộng tác, hợp tác",collaboration,/kəˌlæbəˈreɪʃn̩/,<div>a. The manager had never seen such effective collaboration between two groups.</div><div>b. We believe that it was our collaboration that enabled us to achieve such&nbsp;favorable results.</div><div><br /></div>
"<img src=""how-to-focus-hacks-infographic_1380643440871.jpg"" />",tập trung,concentrate,/ˈkɒnsəntreɪt/,"a.We should concentrate our efforts on the last quarter of the year.<div>b.In his quiet, corner office, the manager could finally concentrate and finish&nbsp;his work.</div><div><div><br /></div></div>"
"<img src=""GreenGrowth1.jpg"" />","có ích, có lợi; cho phép, giúp cho (điều gì xảy ra);",conducive,/kənˈdjuːsɪv/,"<div>a. The new office arrangement is much more conducive to work than the dark,&nbsp;depressing space the company had before.</div><div>b. Arranging chairs so that participants can see each other easily is conducive to open&nbsp;communication.</div><div><br /></div>"
"<img src=""disruption-850x476.jpg"" />","‹sự› đập gãy, phá vỡ; ‹sự/tình trạng› rối loạn, gián đoạn",disruption,/dɪsˈrʌpʃən/&nbsp;,"a.The strike caused a disruption in production at the factory.<div>b.If there are no disruptions, the office renovations will be finished this week.</div><div><br /></div>"
"<img src=""moi-truong-kd-d0a50.jpg"" />","làm vướng, gây vướng; cản trở, gây trở ngại;",hamper,/ˈhæmpə/,a.The lack of supplies hampered our ability to finish on schedule.<div>b.Fierce storms have been hampering rescue efforts and there is now little chance of finding more survivors.</div><div><br /></div>
"<img src=""photo1517148171648-1517148171648570255515.png"" />","thiếu thận trọng, thiếu suy nghĩ, khinh suất, sơ suất;",inconsiderately,/ˌɪnkənˈsɪdərətli/,<div>a. The manager inconsiderately scheduled the meeting for late Friday&nbsp;afternoon.</div><div>b. Mr. Peterson inconsiderately disrupted the meeting by asking a lot of&nbsp;irrelevant questions.</div><div><br /></div>
"<img src=""C4QfXn4UYAA--uw.jpg"" />","hành lang, sảnh chờ; vận động hành lang.",lobby,/ˈlɒbi/,<div>a. The salesperson waited in the busy lobby for the buyer to see him.</div><div>b. The reception area was moved from the lobby of the building to the third&nbsp;floor.</div><div><br /></div>
"<img src=""tips-moving-up-corporate-ladder_1380643440871.jpg"" />","tăng, tiến lên, thăng tiến;",move up,/muːv ʌp/,"<div>a. As the employee moved up the corporate ladder, she never forgot where&nbsp;she started.</div><div>b. In order to move up in the company, employees had to demonstrate their&nbsp;loyalty.</div><div><br /></div>"
"<img src=""shutterstock_74527417-bart-szufladka.png"" />","tiếp thu, dùng được cho ai đó (to be + open to)",open to,/ˈəʊpən tuː/,"<div>a.Since the junior executive was still on probation, he was open to much&nbsp;scrutiny and criticism.</div><div>b.What I valued most in my previous supervisor was that she was always&nbsp;open to ideas and suggestions.</div><div><br /></div>"
"<img src=""13070408-growing-business-options-and-financial-dilemma-due-to-growth-in-financial-fortune-as-a-tree-and-leav_1380643440871.jpg"" />",chọn lựa,opt,/ɒpt/,"<div>a. The operations manager opted for the less expensive office design.</div><div>b. If Mary opts to join that department, you will be working together.</div><div><br /></div>"
"<img src=""scrutinize_by_hamish_b-d4do48o.jpg"" />","sự nhìn chăm chú; xem xét/kiểm tra kỹ lưỡng, nghiên cứu cẩn thận;",scrutiny,<div>/'skruːtəni/</div>,"<div>a. After a great deal of scrutiny, the manager decided that the employee’s&nbsp;work had improved considerably.</div><div>b. Jim left his old job because he found it difficult to work under the close&nbsp;scrutiny of his boss.</div><div><br /></div>"
"<img src=""di-choi-pho_1380643440871.jpg"" />","&nbsp;tuân thủ, giữ vững",adhere to,/ədˈhɪə tuː/,a.The chairman never adhered to his own rules.<div>b.The bank adheres to all rules regarding the opening and closing of accounts.</div><div><div><br /></div></div>
"<img src=""Business-Agenda-for-PowerPoint-presentations_editable-business-ppt-presentation-content-structure_-business-agenda-graphics-for-PPT-presentation-meetings.jpg"" />","chương trình nghị sự, những vấn đề&nbsp;thảo luận tại cuộc họp",agenda,/əˈdʒendə/,<div>a. The board was able to cover fifteen items on the agenda.</div><div>b. The agenda was sent out three weeks ago so that everyone could&nbsp;prepare for the meeting.</div><div><br /></div>
"<img src=""image003.jpg"" />","khơi mào, giới thiệu, đưa ra.",bring up,/brɪŋ ʌp/,a.She's always bringing up her health problems.<div>b.Nobody was willing to bring up the subject of pay at the meeting.</div><div><br /></div>
"<img src=""603450-a-woman-shaking-a-mans-hand-to-conclude-a-business-deal_1380643440871.jpg"" />","kết luận, kết thúc, chấm dứt, quyết định, ký kết.",conclude,/kənˈkluːd/,"<div>a. The committee members concluded the meeting early so that they could&nbsp;finish their budgets.</div><div>b. After long discussions, the board has concluded that the project has to be&nbsp;canceled.</div><div><br /></div>"
"<img src=""future ahead pic_1380643440871.jpg"" />","(v) tiến hành; (n) sự tiến bộ, sự được phép (làm gì);",go ahead,/ɡəʊ əˈhed/,<div>a. Five of the six members felt that they should go ahead with the plan.</div><div>b. The manager was just waiting for the go ahead from her boss before&nbsp;mailing the report.</div><div><br /></div>
"<img src=""GOAL.jpg"" />","mục đích, mục tiêu; khung thành, cầu môn; bàn thắng, điểm;",goal,/ɡəʊl/,<div>a. Employees are expected to analyze and evaluate their annual goals.</div><div>b. The director had to report to the committee that his department would not&nbsp;reach its goal of 35 percent growth.</div><div><br /></div>
"<img src=""list+image.gif"" />","lâu, dài, dài dòng;",lengthy,/ˈleŋθi/,"<div>a. After lengthy discussions, the chairperson was reelected for another term.</div><div>b. The report was so lengthy that members had to take it home and read it&nbsp;over the weekend.</div><div><br /></div>"
"<img src=""solving-wrong-question_1380643440871.jpg"" />","nội dung, sự kiện, chủ đề, vấn đề, việc, chuyện;",matter,/ˈmætə/,"<div>a. If there are no other matters to discuss, we will conclude the meeting.</div><div>b. This is not the place to bring up personal matters.</div><div><br /></div>"
"<img src=""paste-60786672140289.jpg"" />","định kỳ, thường kỳ, chu kỳ;",periodically,/ˌpɪərɪˈɒdɪkl̩i/,"<div>a. The group tried to meet periodically.</div><div>b. Periodically, new members were nominated to the committee.</div><div><br /></div>"
"<img src=""how-to-optimize-e-mail-marketing-for-gmail-s-priority-inbox-7e45d51b76.jpg"" />","‹quyền/sự› ưu tiên, được xét trước",priority,/praɪˈɒrɪti/,"<div>a. Since the remaining issues were not a priority, the group decided to move&nbsp;them to the next week’s agenda.</div><div>b. The manager was ineffective because she was unable to set priorities.</div><div><br /></div>"
"<img src=""paste-76373108457475.jpg"" />","‹sự› tiến tới, tiến bộ, phát triển; ‹sự› tiến hành, tiến triển; (v) tiến tới, tiến triển",progress,"/prəˈɡres/ &nbsp;/ˈprɑɡ·rəs, -res/;",<div>a. The executive committee asked each group to present a report showing&nbsp;their progress for the year.</div><div>b. Progress is being made on the annual report; we expect to see a finished&nbsp;product by next week.</div><div><br /></div>
"<img src=""waste11.jpg"" />","(v) lãng phí; (n) sự lãng phí; đồ bỏ đi, đồ thải ra",waste,/weɪst/,"<div>a. Without a leader, the group members wasted time and energy trying to&nbsp;organize themselves.</div><div>b. The meeting wasn’t a waste of time, but the members had hoped to&nbsp;accomplish more than they did.</div><div><br /></div>"
"<img src=""pepsico_epgu.jpg"" />","nhãn hiệu, nhãn hàng, chi nhánh;",brand,/brænd/,<div>a. Consumers often buy highly advertised brands of athletic shoes.</div><div>b. All brands of aspirin are the same.</div><div><br /></div>
"<img src=""paste-133139691208705.jpg"" />","làm cho phù hợp, làm cho thích hợp; thích nghi với, thích ứng với, tuân theo;",conform,/kənˈfɔrm/,a.Our safety standards conform to those established by the government.<div>b.The quality control manager insisted that every product that left the plant&nbsp;conform to the company’s rigorous standards.</div><div><br /></div>
"<img src=""defect-opportunity-picture.jpg"" />","khuyết điểm, nhược điểm; thiết sót, sai sót, lỗi;",defect,/dɪˈfekt/,"<div>a. Because of a defect in stitching, the entire suit was thrown out.</div><div>b. One way to sell a product with a defect is by labeling it as such and&nbsp;reducing the price.</div><div><br /></div>"
"<img src=""paste-40432822124547.jpg"" />","nâng cao, tăng cường;",enhance,&nbsp;/ɪnˈhæns/,a.A stylish color enhances the appeal of a car.<div>b.The reason behind quality control is to enhance the company’s reputation&nbsp;for superior products.</div><div><br /></div>
"<img src=""2015-09-21-1442843969-2340782-dUbEagnkSniL6GaxEIvE55SpbcsVuUyVjOI9nd6JMgIJwDBb7q1o4ZTM7sozNJUqXf8XTFFTINkpeCyKr2G9oeNyDJwbN_GiuDccTWbXoZBfKMGVN52gwt5nghV_Clls.jpeg"" />","áo quần, may mặc;",garment,/ˈɡɑːmənt/,a.The garment workers are accountable for production mistakes.<div>b.Every garment must be carefully inspected for defects before it is&nbsp;shipped.</div><div><br /></div>
"<img src=""5a0f41a1ef903.jpeg"" />","thanh tra, kiểm tra, xem xét kỹ;",inspect,/ɪnˈspekt/,<div>a. A quality control agent who does not inspect every product carefully can&nbsp;ruin his company’s reputation.</div><div>b. Children’s car seats are thoroughly inspected and tested for safety before&nbsp;being put on the market.</div><div><br /></div><div>Một nhân viên kiểm tra chất lượng sản phẩm mà không kiểm tra kỹ lưỡng mọi sản phẩm có thể hủy hoại danh tiếng của công ty (anh ấy).</div><div>Chổ ngồi trên xe ô-tô của trẻ em được xem xét và kiểm nghiệm kỹ lưỡng trước khi đưa ra thị trường.</div>
"<img src=""searchingbutnotseeing.jpg"" />","nhận thức được, cảm giác được, cảm thụ được;",perceptive,<div>/pə'septiv/</div>,a.It takes a perceptive person to be a good manager<div>b.Dora always hires good workers because she is very perceptive about&nbsp;people’s abilities.<br /><br /></div>
"<img src=""repel-clipart-6.png"" />","chống lại, đẩy lùi; khước từ, cự tuyệt; làm khó chịu, căm phẫn;",repel,/rɪˈpel/,a.Faulty products repel repeat customers.<div>b.Umbrellas that do not repel water should never be passed through&nbsp;quality control.</div><div><br /></div>
"<img src=""Give_it_Back__Woman_by_escaped_emotions.jpg"" />","rút lui, rút lại; lấy lại, kéo lại, đồng ý nhận lại, chấp nhận cho ai trở lại;",take back,/teɪk ˈbæk/,<div>a. Good quality control significantly limits the number of products taken back&nbsp;for a refund.</div><div>b. The quality inspector took the shoddy work back to the assembly line to&nbsp;confront the workers.</div><div><br /></div>
"<img src=""throw_a_chair_by_jet_striker-d5eayip_1380643440871.jpg"" />","vứt bỏ, bỏ đi, đuổi đi;",throw out,/ˈθrəʊ aʊt/,"<div>a. It is cheaper to throw out shoddy products than to lose customers.</div><div>b. The factory decided to throw out hundreds of lightbulbs that might have&nbsp;been damaged, rather than lose customers.</div><div><br /></div>"
"<img src=""Uniform.png"" />","đồng đều, thống nhất, không thay đổi;",uniformly,/ˈjuːnɪfɔːmli/,a.The principles were applied uniformly across all the departments<div>b.The products are checked to make sure they are uniformly packaged&nbsp;before they leave the factory</div><div><div><br /></div></div>
"<img src=""photo-1_1380643440871.jpg"" />","vết nhăn, vết nhàu, nếp quần áo;&nbsp;",wrinkle,/ˈrɪŋkl̩/ &nbsp;&nbsp;/ˈrɪŋ·kəl/,a. A wrinkle in the finish can be repaired more economically before a sale&nbsp;than after.<div>b. A wrinkle that is ironed into a permanent-press product will annoy the&nbsp;consumer each time the garment is worn.</div><div>c. A permanent press is a characteristic of fabric that has been chemically processed to resist wrinkles and hold its shape</div><div><br /></div>
"<img src=""paste-43692702302211.jpg"" />","lo âu, băn khoăn",anxious,/ˈæŋkʃəs/,a.The drought has made farmers anxious about the harvest.<div>b.&nbsp;The developers were anxious about the sales forecast for the new product.</div><div><br /></div>
"<img src=""shutterstock_525402751.jpg"" />","mối lo âu, sự băn khoăn, lo lắng;",anxiety,/æŋˈzaɪəti/,<div>a.Children normally feel a lot of anxiety about their first day at school.</div>b.The fear of unemployment can be a source of deep anxiety to many people.<div><br /></div>
"<img src=""1.jpg"" />","biết chắc, xác định rõ ràng, tìm hiểu chắc chắn, phát hiện ra, nhận ra;",ascertain,/ˌæsəˈteɪn/,a.A necessary part of product development is to ascertain whether the&nbsp;product is safe.<div>b.A customer survey will help to ascertain whether there is a market for the product.</div><div><br /></div>
"<img src=""aid1237771-v4-728px-Assume-a-Mortgage-Step-3.jpg"" />","cho rằng, cho là đúng; giả vờ, giả bộ;&nbsp;đảm đương, gánh vác, chịu trách nhiệm;",assume,/əˈsjuːm/,<div>a.The young man felt ready to assume the new responsibilities of his promotion.</div><div>b.I assumed (that) you knew each other because you went to the same school.</div><div><br /></div>
"<img src=""10_years1.gif"" />",thập kỷ,decade,/ˈdekeɪd/,"a.Each decade seems to have its own fad products.<div>b.After a decade of trying, the company finally developed a vastly superior product.</div><div><br /></div>"
"<img src=""examine1.png"" />","khám xét, xem xét; khảo sát, nghiên cứu; hỏi thi, sát hạch, thẩm vấn;",examine,/ɪɡˈzæmɪn/,"<div>a.Before marketing a new product, researchers must carefully examine it from every aspect.</div><div>b.Good researchers have to examine every possible option, including some that seem bizarre.</div><div><br /></div>"
"<img src=""424561-chemical-experiment_1380643440871.jpg"" />","&nbsp;(v) làm thí nghiệm; (n) cuộc thí nghiệm, sự thí nghiệm, sự thử",experiment,/ɪkˈsperɪmənt/,"<div>a. Product developers must conduct hundreds of experiments in their research.</div><div>b. After designing a new product, researchers continue experimenting to determine whether it has other uses.</div><div><br /></div>"
"<img src=""brain-clipart-logical-19.jpg"" />","hợp lý, có lý, hợp với lôgic, theo lôgic;",logical,/ˈlɒdʒɪkl̩/,"<div>a.It is only logical for a research and development team to concentrate on one or two new products at a time.</div><div>b.In addition to logical thinkers, a good research and development team should include a few dreamers.</div><div><br /></div>"
"<img src=""research-stratplan.jpg"" />",sự nghiên cứu,research,/rɪˈsɜːtʃ/,"a.For toy manufacturers, research can be pure fun.<div>b.Part of the research the team does is to determine whether similar&nbsp;products are already on the market.</div><div><br /></div>"
"<img src=""6495420.jpg"" />","bổn phận, trách nhiệm, nhiệm vụ",responsibility,/rɪˌspɒnsəˈbɪlɪti/,"a.Another responsibility of product development is to ensure that there will&nbsp;be a demand for the product.<div>b.The product development department has a huge responsibility to be sure&nbsp;that the product is safe, even if used improperly.</div><div><br /></div>"
"<img src=""r189713_711839.jpeg"" />","giải quyết, làm sáng tỏ một vấn đề;",solve,/sɒlv/,"<div>a. Researchers find that every time they solve one problem, two more result.</div><div>b. One of the biggest problems to solve is why people would want to own&nbsp;the new product.</div><div><br /></div>"
"<img src=""Supervisor-Jealous_1380643440871.jpg"" />",người giám sát,supervisor,/ˈsuːpəvaɪzə/,"a.A good supervisor gets his team to work with him, not just for him.<div>b.The department supervisor has to balance his department’s responsibili­ties in order to keep the president satisfied with its progress.</div><div><br /></div>"
"<img src=""systematic-sales-program-.jpg"" />","có hệ thống, có phương pháp (methodically);",systematically,/ˌsɪstəˈmætɪk/,"a.While creative thinking is necessary, analyzing a problem systematically&nbsp;is indispensable.<div>b.Once the creative development is completed, the department works&nbsp;systematically toward making the idea a reality.</div><div><br /></div>"
"<img src=""12057456-apprehensive-businesswoman.jpg"" />","sợ hãi, e sợ;&nbsp;",apprehensive,/ˌæprɪˈhensɪv/,<div>a. Most new home buyers are apprehensive about their decision.</div><div>b. The mortgage lender was apprehensive about the company’s ability to&nbsp;pay.</div><div><br /></div>
"<img src=""ARRESTEDDEVELOPMENTrex_1380643440871.jpg"" />","trường hợp, hoàn cảnh, tình huống, tình thế;",circumstance,/ˈsɜːkəmstəns/,"<div>a. Under the current economic circumstances, they will not be able to&nbsp;purchase the property.</div><div>b. If the circumstances change in the near future and we have new&nbsp;properties, we will be sure to call you.</div><div><br /></div>"
"<img src=""dung_do_loi_cho_hoan_canh20141002132237.png"" />","điều kiện; hoàn cảnh, tình thế, tình trạng, trạng thái;",condition,/kənˈdɪʃn̩/,"<div>a. Except for some minor repairs, the building is in very good condition.</div><div>b. There are certain conditions that are unique to leasing a property.</div><div><br /></div>"
"<img src=""because.gif"" />","bởi, vì, do, tại, nhờ có;",due to,/djuː tuː/,"<div>a. Due to the low interest rates, good office space is difficult to find.</div><div>b. He didn’t believe that the low prices were due only to the neighborhood.</div><div><br /></div>"
"<img src=""437.jpg"" />","dao động, thay đổi bất thường",fluctuate,/ˈflʌktʃʊeɪt/,"<div>a. No one is very comfortable making a large investment while the currency&nbsp;values fluctuate almost daily.</div><div>b. Prime business areas fluctuate with local economies, crime rates, and&nbsp;cost of living indices.</div><div><br /></div><div><br /></div>"
"<img src=""oil-prices-fluctuation-keeps-local-bourse-in-check-1461525095-6234.jpg"" />",sự giao động,fluctuation,/ˌflʌktʃʊˈeɪʃn̩/,<div>a.Employers can adjust their workforce in line with fluctuations in demand for goods and services.</div><div>b.&nbsp;Long-term investment trusts compensate investors for the day-to-day fluctuation of the stock market.</div><div><br /></div><div>Những người chủ có thể điều chỉnh lực lượng lao động trong dây chuyền (sản xuất) theo nhu cầu của hàng hóa và dịch vụ.</div><div>Sự tin tưởng đầu tư dài hạn sẽ đền đáp cho các nhà đầu tư trong thị trường chứng khoán dao động như cơm bữa.</div>
"<img src=""i-get-out-of-bed-then.jpg"" />","thôi, mất, bỏ, từ bỏ, rời bỏ, tránh né, thoát khỏi",get out of,/ˈɡet aʊt ɒv/,<div>a. The agent wasn’t sure if the executives could get out of their prior real&nbsp;estate arrangement.</div><div>b. The company wanted to get out of the area before property values&nbsp;declined even further.</div><div><br /></div>
"<img src=""581px-True_airspeed_indicator-FAA_SVG_1380643440871.png"" />","‹người/vật/chất› chỉ, chỉ thị (VD: đồng hồ chỉ thị, đèn xi-nhan);",indicator,/ˈɪndɪkeɪtə/,"<div>a. If the economy is an accurate indicator, rental prices will increase rapidly&nbsp;in the next six months.</div><div>b. The results of the elections were seen as an important indicator of the&nbsp;stability in the area.</div><div><br /></div>"
"<img src=""lease.jpg"" />",(n) hợp đồng cho thuê; (v) cho thuê,lease,/liːs/,"a.They decided to lease the property rather than buy it.<div>b.With the lease expiring next year, they need to start looking for a new&nbsp;location as soon as possible.</div><div><br /></div>"
"<img src=""secrets-Locksmiths-Won’t-Tell-You-704033758-Freestyle_stock_photo.jpg"" />","ràng buộc chặt, không thể thay đổi;",lock into,/lɒk ˈɪntə/,"<div>a. The company locked itself into a ten-year lease that they didn’t want.</div><div>b. Before you lock yourself into something, check all your options.</div><div><br /></div>"
"<img src=""alcatraz_island_photo_d_ramey_logan.jpg"" />","sở hữu, chiếm hữu; chiếm giữ, chiếm đóng, kiểm soát;",occupy,/'ɒkjupaɪ/ &nbsp;/'ɑːkjupaɪ/&nbsp;,a.Our company has occupied this office for more than five years.<div>b.Tenants are usually allowed to occupy their space beginning on the first&nbsp;day of the month.</div><div><br /></div>
"<img src=""option (1).jpg"" />",sự/quyền lựa chọn; vật/điều được chọn; tùy chọn;,option,/ˈɒpʃn̩/,"<div>a. You could arrange the lease with an option to buy after a certain amount&nbsp;of time.</div><div>b. With the real estate market so tight right now, you don’t have that many&nbsp;options.</div><div><br /></div>"
"<img src=""i-depend-on-jesus.jpg"" />","lệ thuộc vào, tùy theo; tuân thủ;",subject to,/sʌbˈdʒekt tuː/,<div>a.The go-ahead to buy is subject to the president’s approval.</div>b.This contract is subject to all the laws and regulations of the state<div><br /></div>
"<img src=""khan-cau-55x65-1113.psd_-844x1024_1380643440871.jpg"" />","(lời) kêu gọi, cầu khẩn; ‹sức› hấp dẫn, lôi cuốn, thu hút, quyến rũ;",appeal,/əˈpiːl/,<div>a.A restaurant with good food and reasonable prices has a lot of appeal</div><div>b.The pleasing decor and friendly waiters are what give that restaurant its&nbsp;appeal.</div><div><br /></div>
"<img src=""paste-14461154885635.jpg"" />","đến, đi đến, tới nơi;",arrive,/əˈraɪv/,"<div>a. By the time our meal arrived, it was cold.</div><div>b. Frank arrived at the restaurant only minutes after Claudia left.</div><div><br /></div>"
"<img src=""budget-deal-cartoon-luckovich_1380643440871.jpg"" />","(n) sự thỏa hiệp; (v) thỏa hiệp, dàn xếp",compromise,/ˈkɒmprəmaɪz/,<div>a. The couple made a compromise and ordered food to take out.</div><div>b. John doesn’t like sweet dishes so I compromised by adding just a small&nbsp;amount of sugar.</div><div><br /></div>
"<img src=""spectacular-crashes-and-daring-stunts-1-465x300.jpg"" />","táo bạo, cả gan, phiêu lưu, dũng cảm (bravely);",daringly,/ˈdeərɪŋli/,<div>a. We daringly ordered the raw squid.</div><div>b. Bob daringly asked to see the menu in French.</div><div><br /></div>
"<img src=""puntos-positivos-de-trabajar-en-un-negocio-familiar.jpg"" />","quen, quen thuộc, thân thuộc, phổ biến, tương tự;",familiar,/fəˈmɪlɪə/,<div>a. It’s nice to see some familiar items on the menu.</div><div>b. The chef blends the familiar tastes with the unusual.</div><div><br /></div>
"<img src=""paste-38628935860227.jpg"" />","hướng dẫn viên, người chỉ dẫn; sách hướng dẫn, biển chỉ dẫn;",guide,/ɡaɪd/,"a.I don’t know where to go, so why don’t we consult the guide<div>b.The guide led our tour group to a small restaurant only known to the&nbsp;locals.</div><div><br /></div>"
"<img src=""paste-62637803044865.jpg"" />","phần lớn, đa số;",majority,/məˈdʒɒrɪti/,"<div>a. The majority of the group wanted to try the new Chinese restaurant.</div><div>b. Claude was in the majority, so he was very pleased with the decision.</div><div><br /></div>"
"<img src=""cooked-cake-mix_1380643440871.jpg"" />","trộn lẫn, pha lẫn; (n) sự kết hợp, hỗn hợp, sự hòa hợp;",mix,/mɪks/,<div>a. The daring chef mixed two uncommon ingredients.</div><div>b. The mix of bright colors on the plate was very pleasing.</div><div><br /></div>
"<img src=""nikki-rely-front_1380643440871.jpg"" />","tin cậy vào, dựa vào;",rely,/rɪˈlaɪ/,<div>a. I have always relied on the restaurant advice this guidebook gives.</div><div>b. I seldom rely on the restaurant reviews in the paper when choosing a&nbsp;restaurant.</div><div><br /></div>
"<img src=""1secure.jpg"" />","tìm được, đạt được (cái gì khó khăn), buộc chặt, đảm bảo an toàn (khỏi nguy hiểm hoặc đe dọa)",secure,/sɪˈkjʊə/,"a.The hostess secured us another chair, so we could eat together.<div>b.Despite the popularity of the restaurant, Max was able to secure&nbsp;reservations for this evening.</div><div><br /></div>"
"<img src=""m-chu-quan-1500068565374.jpg"" />","chủ quan; tưởng tượng, có tính tưởng tượng;",subjective,/səbˈdʒektɪv/,"a.The reviews in this guidebook are highly subjective, but fun to read.<div>b.Food preferences are subjective and not everyone agrees on what tastes&nbsp;good.</div><div><br /></div>"
"<img src=""hqdefault.jpg"" />","đề nghị, ý kiến, gợi ý;",suggestion,/səɡˈdʒestʃən/,<div>a. Can I make a suggestion about what to order?</div><div>b. We followed the waiter’s suggestion and ordered one of the specials.</div><div><br /></div><div><br /></div>
"<img src=""difference-between-appetite-hunger.jpg"" />","sự ngon miệng, sự thèm ăn",appetite,/ˈæpɪtaɪt/,a.All that walking has given me an appetite.<div>b.I haven't got much of an appetite (= I am not hungry).</div><div>The children all have healthy/good appetites (= they eat a lot).</div><div><br /></div>
"<img src=""paste-65554085838851.jpg"" />","đầy đủ, trọn vẹn, hoàn thành",complete,/kəmˈpliːt/,<div>a. We ordered some dessert to complete our meal.</div><div>b. Some restaurants want to hear their customers’ opinions and ask them to&nbsp;complete a short evaluation form.</div><div><br /></div>
"<img src=""Do-You-Finish-What-You-Start-713x509.jpg"" />","sự hoàn thành, sự làm xong",completion,/kəmˈpliːʃn̩/,a.I'm pleased to say the project is nearing completion.<div>b.The cost of completion has been revised upwards again due to inflation.</div><div><br /></div>
"<img src=""chow-to-motivate-staff700x500.jpg"" />","kích thích, kích động, khuấy động;",excite,/ɪkˈsaɪt/,<div>a. Exotic flavors always excite me.</div><div>b. The new Asian restaurant has excited the interest of many people.</div><div><br /></div>
"<img src=""perfume-maxima-dica-ambiente-agosto.jpg"" />","mùi vị, hương vị, mùi thơm phảng phất;",flavor,/ˈfleɪvə/,<div>a. Fusion cooking is distinguished by an interesting mix of flavors.</div><div>b. The cook changed the flavor of the soup with a unique blend of herbs.</div><div><br /></div>
"<img src=""you-remind-me-of.gif"" />",quên,forget,/fəˈɡet/,"<div>a. The waiter forgot to bring the rolls, annoying the customer.</div><div>b. Don’t forget to tell your friends what a great meal you had tonight.</div><div><br /></div>"
"<img src=""slide1.jpg"" />","thành phần, thành tố, phần hợp thành;",ingredient,/ɪnˈɡriːdɪənt/,a.I was unfamiliar with some of the ingredients in the dish.<div>b.The chef went to the farmer’s market to select the freshest ingredients for&nbsp;tonight’s menu.<div><br /></div></div>
"<img src=""01-angry-judge.jpg"" />","xét xử, phân xử, xét đoán, phán đoán; đánh giá, cho rằng;",judge,/dʒʌdʒ/,"a.The restaurant review harshly judged the quality of the service.<div>b.Hector was not familiar with Asian cooking, so he was unable to judge if&nbsp;the noodles were cooked correctly.<div><br /></div></div>"
"<img src=""1 gillar mat giay.jpg"" />","<div>1 lỗi gây ra sự nhầm lẫn, lộn xộn;</div><div>(sự) lộn xộn, hỗn độn, hỗn loạn; cuộc đánh lộn;</div>",mix up,/'mɪks ʌp/,<div>a. There was a mix-up in the kitchen so your order will be delayed.</div><div>b. There was a mix-up about the ingredients and the dish was ruined.</div><div><br /></div>
"<img src=""LB Delicatessen.jpg"" />","khách hàng quen, người bảo trợ, người đỡ đầu, nhà tài trợ;",patron,/ˈpeɪtrən/,"a.This restaurant has many loyal patrons.<div>b.Once the word was out about the new chef, patrons lined up to get into&nbsp;the restaurant.</div><div><br /></div>"
"<img src=""paste-56538949484547.jpg"" />","dự đoán, dự báo",predict,/prɪˈdɪkt/,"<div>a. I predicted this restaurant would become popular and I was right.</div><div>b. Kona was unable to predict what time Andy, who is always late, would&nbsp;show up at the restaurant.</div><div><br /></div>"
"<img src=""paste-131640747622401.jpg"" />","‹một cách› ngẫu nhiên, tình cờ, hú họa, ẩu",random,/ˈrændəm/,"<div>a. We randomly made our selections from the menu.</div><div>b. That chef chooses his spices randomly, but his dishes always taste great.</div><div><br /></div>"
"<img src=""reminder.gif"" />","nhắc nhở, làm nhớ lại;",remind,/rɪˈmaɪnd/,<div>a.I remind the client that we are meeting for dinner tomorrow.</div><div>b.Ms. Smith was annoyed at having to remind the waitress to bring the&nbsp;check.</div><div><br /></div>
"<img src=""paste-47687021887491_1380643440875.jpg"" />","cơ bản, cơ sở",basic,/ˈbeɪ·sɪk/,<div>a. The new restaurant offers a very basic menu.</div><div>b. The restaurant manager ordered enough basic supplies to get through&nbsp;the first month.</div><div><br /></div>
"<img src=""sqtm0rovttf8hopfg5g7259a80_photo_1.jpg"" />","gánh nặng (đen &amp; bóng), gánh trách nhiệm;",burden,/ˈbɜr·dən/,<div>a.The deliveryman’s back ached from the heavy burden he carried.</div><div>b.The secretary usually takes on the burden of ordering lunch for business meetings.</div><div><br /></div>
"<img src=""mzl.awybdhgh.jpg"" />","thông thường, phổ biến;",commonly,/ˈkɑːmənli/,<div>a.The restaurants in this area commonly serve office workers and are only open during the week.</div><div>b.The people who work in this building commonly order their lunch from the&nbsp;sandwich shop on the first floor.</div><div><br /></div>
"<img src=""delivery-00.jpg"" />",giao hàng,delivery,/dɪˈlɪvəri/,"<div>a.The caterer hired a courier to make the delivery.</div><div><div>b. The restaurant is reluctant to make deliveries, but makes an exception for&nbsp;our office.</div></div><div><br /></div>"
